# snapshot: grenderRouter, сэмплер замера RQ-03, 2026-08-05T22:37:31Z
# command: scripts/probe-rq03.sh --collect

# t	phase	sta_if	assoc_ssid	ap_up	ap_clients	ap_macs	ap_conn_time	net_up	net_ipv4	net_gw	net_uptime
366.56	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	178	true	10.84.92.1	10.84.92.31	14
366.61	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	178	true	10.84.92.1	10.84.92.31	14
366.66	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	178	true	10.84.92.1	10.84.92.31	14
366.71	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	178	true	10.84.92.1	10.84.92.31	14
366.77	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	178	true	10.84.92.1	10.84.92.31	14
366.82	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	178	true	10.84.92.1	10.84.92.31	14
366.87	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	178	true	10.84.92.1	10.84.92.31	14
366.92	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	178	true	10.84.92.1	10.84.92.31	14
366.97	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	178	true	10.84.92.1	10.84.92.31	15
367.02	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.07	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.12	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.17	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.23	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.28	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.33	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.38	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.43	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.48	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.53	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.58	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.63	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.68	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.73	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.79	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.84	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.90	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
367.95	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	179	true	10.84.92.1	10.84.92.31	15
368.00	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.05	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.10	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.15	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.20	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.25	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.30	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.35	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.41	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.46	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.51	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.64	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.69	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.74	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.80	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.85	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.91	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	16
368.96	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	180	true	10.84.92.1	10.84.92.31	17
369.01	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.06	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.11	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.16	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.21	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.26	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.31	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.36	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.41	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.47	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.52	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.57	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.62	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.67	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.72	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.77	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.82	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.87	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.93	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	181	true	10.84.92.1	10.84.92.31	17
369.98	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.04	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.09	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.14	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.19	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.24	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.29	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.34	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.39	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.45	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.50	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.55	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.60	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.65	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.70	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.75	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.80	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.85	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.90	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	18
370.96	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	182	true	10.84.92.1	10.84.92.31	19
371.01	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.06	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.11	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.16	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.21	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.26	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.32	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.37	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.42	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.47	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.52	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.57	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.62	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.67	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.72	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.77	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.82	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.87	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.92	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	19
371.97	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	183	true	10.84.92.1	10.84.92.31	20
372.03	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.08	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.13	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.18	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.24	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.29	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.34	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.39	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.44	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.49	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.54	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.59	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.64	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.69	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.74	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.79	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.84	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.89	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
372.95	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	184	true	10.84.92.1	10.84.92.31	20
373.00	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.05	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.10	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.16	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.21	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.26	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.31	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.36	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.41	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.46	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.51	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.59	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.64	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.70	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.75	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.80	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.85	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.90	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
373.95	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	185	true	10.84.92.1	10.84.92.31	21
374.00	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.05	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.10	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.16	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.21	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.26	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.31	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.36	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.41	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.46	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.51	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.56	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.62	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.67	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.72	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.77	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.82	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.87	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.92	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	22
374.97	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	186	true	10.84.92.1	10.84.92.31	23
375.02	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	187	true	10.84.92.1	10.84.92.31	23
375.07	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	187	true	10.84.92.1	10.84.92.31	23
375.12	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	187	true	10.84.92.1	10.84.92.31	23
375.18	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	187	true	10.84.92.1	10.84.92.31	23
375.24	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	187	true	10.84.92.1	10.84.92.31	23
375.29	apply:ubus_downup_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	187	true	10.84.92.1	10.84.92.31	23
